road_type,weather,light,traffic,temperature,battery,vehicle_weight,correct_action,predicted_action,verdict
Rural,Sunny,day,moderate,37,18,1654.23,Activate hazard lights,Activate hazard lights,Optimal
Rural,Sunny,night,moderate,14,52,1524.82,Turn on headlights,Turn on headlights,Optimal
Semi Urban,Foggy,day,high,-5,96,1852.09,Maintain speed,Maintain speed,Optimal
Semi Urban,Sunny,night,high,32,18,2199.68,Reduce speed,Reduce speed,Optimal
Rural,Foggy,night,high,28,61,2103.9,Reduce speed,Pull over,Risky
Rural,Foggy,day,high,-3,14,2342.19,Pull over,Pull over,Optimal
Highway,Foggy,day,high,13,76,2120.38,Maintain speed,Activate hazard lights,Risky
Rural,Sunny,day,no,-3,14,2161.27,Pull over,Pull over,Optimal
Highway,Rainy,day,high,11,53,2278.53,Reduce speed,Maintain speed,Risky
Highway,Rainy,day,high,22,29,1788.88,Reduce speed,Reduce speed,Optimal
Highway,Rainy,night,high,9,58,1793.5,Reduce speed,Reduce speed,Optimal
Rural,Rainy,night,no,14,34,2149.18,Turn on headlights,Maintain speed,Risky
Highway,Foggy,night,no,-8,21,2174.08,Turn on headlights,Turn on headlights,Optimal
Highway,Sunny,day,moderate,20,62,1713.28,Maintain speed,Maintain speed,Optimal
Semi Urban,Rainy,day,moderate,11,34,2012.69,Reduce speed,Activate hazard lights,Acceptable
Highway,Rainy,night,no,39,14,1730.77,Pull over,Turn on headlights,Risky
Highway,Snow,day,moderate,2,100,1788.17,Maintain speed,Pull over,Risky
Rural,Rainy,day,moderate,20,98,1801.47,Reduce speed,Reduce speed,Optimal
Rural,Snow,day,moderate,-8,71,2055.43,Reduce speed,Reduce speed,Optimal
Semi Urban,Sunny,day,high,-7,100,2127.84,Maintain speed,Reduce speed,Risky
Highway,Rainy,day,high,-5,34,1768.6,Reduce speed,Maintain speed,Risky
Rural,Sunny,night,high,11,28,1827.52,Reduce speed,Turn on headlights,Risky
Rural,Rainy,day,high,11,13,2225.25,Pull over,Turn on headlights,Risky
Highway,Snow,day,high,-2,33,1772.24,Reduce speed,Reduce speed,Optimal
Semi Urban,Sunny,night,moderate,-5,39,2460.02,Turn on headlights,Pull over,Risky
Rural,Foggy,day,high,29,39,1618.29,Maintain speed,Turn on headlights,Risky
Highway,Rainy,day,no,20,60,1922.42,Maintain speed,Maintain speed,Optimal
Rural,Sunny,day,no,19,21,2010.91,Activate hazard lights,Pull over,Risky
Rural,Sunny,day,no,0,27,1578.9,Activate hazard lights,Activate hazard lights,Optimal
Rural,Rainy,night,no,-3,24,1610.82,Turn on headlights,Turn on headlights,Optimal
Semi Urban,Rainy,night,moderate,39,35,1593.19,Turn on headlights,Turn on headlights,Optimal
Semi Urban,Rainy,day,no,29,97,2236.66,Maintain speed,Reduce speed,Risky
Rural,Rainy,night,moderate,-7,44,1769.53,Turn on headlights,Maintain speed,Risky
Rural,Sunny,day,high,29,67,1850.39,Maintain speed,Maintain speed,Optimal
Rural,Rainy,night,moderate,24,25,2266.64,Turn on headlights,Maintain speed,Risky
Rural,Rainy,day,high,31,95,2112.32,Reduce speed,Pull over,Risky
Rural,Rainy,night,high,28,33,1935.68,Reduce speed,Pull over,Risky
Rural,Sunny,day,moderate,14,36,2391.01,Maintain speed,Reduce speed,Risky
Highway,Sunny,day,moderate,-3,36,2320.03,Maintain speed,Activate hazard lights,Risky
Highway,Rainy,night,no,31,13,1734.67,Pull over,Turn on headlights,Risky
Semi Urban,Foggy,day,no,21,72,1963.32,Maintain speed,Activate hazard lights,Risky
Semi Urban,Rainy,day,high,32,87,2161.58,Reduce speed,Maintain speed,Risky
Rural,Sunny,day,moderate,25,88,1606.91,Maintain speed,Maintain speed,Optimal
Semi Urban,Sunny,night,moderate,-6,23,1746.06,Turn on headlights,Turn on headlights,Optimal
Semi Urban,Rainy,day,high,7,75,1955.76,Reduce speed,Activate hazard lights,Acceptable
Semi Urban,Sunny,day,moderate,31,13,1733.73,Pull over,Pull over,Optimal
Semi Urban,Rainy,day,moderate,24,95,2381.8,Reduce speed,Reduce speed,Optimal
Highway,Foggy,day,no,19,45,2233.14,Maintain speed,Activate hazard lights,Risky
Semi Urban,Rainy,night,no,6,22,1889.59,Turn on headlights,Activate hazard lights,Risky
Rural,Foggy,night,no,25,67,1511.86,Turn on headlights,Activate hazard lights,Risky
Semi Urban,Snow,day,no,4,80,1500.11,Maintain speed,Activate hazard lights,Risky
Semi Urban,Rainy,night,moderate,32,34,1556.67,Turn on headlights,Turn on headlights,Optimal
Highway,Foggy,day,moderate,13,69,1871.04,Maintain speed,Maintain speed,Optimal
Rural,Rainy,night,high,20,38,1504.96,Reduce speed,Maintain speed,Risky
Semi Urban,Rainy,day,no,4,10,1737.65,Pull over,Pull over,Optimal
Semi Urban,Foggy,night,no,36,60,2023.58,Turn on headlights,Turn on headlights,Optimal
Semi Urban,Foggy,day,high,9,31,2418.7,Maintain speed,Maintain speed,Optimal
Rural,Foggy,day,no,-9,49,2318.25,Maintain speed,Activate hazard lights,Risky
Semi Urban,Sunny,day,moderate,20,45,1708.91,Maintain speed,Maintain speed,Optimal
Semi Urban,Rainy,night,moderate,30,22,1832.46,Turn on headlights,Turn on headlights,Optimal
Highway,Foggy,day,high,33,58,2024.92,Maintain speed,Reduce speed,Risky
Rural,Foggy,night,no,27,36,2239.29,Turn on headlights,Pull over,Risky
Highway,Snow,night,moderate,-8,41,1847.78,Reduce speed,Reduce speed,Optimal
Rural,Rainy,day,moderate,28,29,1970.85,Reduce speed,Reduce speed,Optimal
Rural,Sunny,night,high,39,45,1568.71,Reduce speed,Maintain speed,Risky
Highway,Foggy,night,no,1,25,2111.75,Turn on headlights,Activate hazard lights,Risky
Semi Urban,Sunny,day,no,28,51,1591.34,Maintain speed,Maintain speed,Optimal
Semi Urban,Rainy,night,no,1,76,1583.95,Turn on headlights,Turn on headlights,Optimal
Highway,Rainy,day,no,2,70,2332.57,Maintain speed,Maintain speed,Optimal
Semi Urban,Sunny,night,no,25,67,1784.63,Turn on headlights,Reduce speed,Risky
Rural,Rainy,night,moderate,-10,91,1527.36,Turn on headlights,Turn on headlights,Optimal
Rural,Foggy,day,no,31,45,2395.1,Maintain speed,Maintain speed,Optimal
Rural,Snow,day,high,5,58,1898.81,Maintain speed,Pull over,Risky
Rural,Foggy,night,no,37,62,2469.89,Turn on headlights,Reduce speed,Risky
Highway,Sunny,day,moderate,16,29,1741.47,Activate hazard lights,Activate hazard lights,Optimal
Highway,Sunny,night,high,38,76,1500.29,Reduce speed,Activate hazard lights,Acceptable
Rural,Foggy,night,high,5,37,2470.24,Reduce speed,Reduce speed,Optimal
Rural,Sunny,night,high,25,50,1536.46,Reduce speed,Reduce speed,Optimal
Semi Urban,Foggy,day,no,-4,56,2198.72,Maintain speed,Reduce speed,Risky
Highway,Snow,day,high,2,27,1972.2,Activate hazard lights,Activate hazard lights,Optimal
Semi Urban,Rainy,night,no,16,37,1986.35,Turn on headlights,Turn on headlights,Optimal
Rural,Foggy,day,moderate,33,68,2369.26,Maintain speed,Turn on headlights,Risky
Rural,Sunny,day,no,25,54,1987.33,Maintain speed,Maintain speed,Optimal
Highway,Sunny,night,high,31,71,2107.14,Reduce speed,Activate hazard lights,Acceptable
Rural,Rainy,day,no,3,71,2455.63,Maintain speed,Reduce speed,Risky
Semi Urban,Snow,night,no,-3,62,1710.89,Reduce speed,Reduce speed,Optimal
Highway,Rainy,day,no,32,58,2316.27,Maintain speed,Maintain speed,Optimal
Rural,Foggy,day,moderate,28,80,2206.97,Maintain speed,Activate hazard lights,Risky
Highway,Sunny,day,no,10,30,2265.53,Maintain speed,Turn on headlights,Risky
Highway,Snow,day,high,3,42,1904.36,Maintain speed,Maintain speed,Optimal
Semi Urban,Foggy,night,no,27,34,2372.44,Turn on headlights,Activate hazard lights,Risky
Semi Urban,Sunny,night,high,31,59,2116.18,Reduce speed,Activate hazard lights,Acceptable
Rural,Foggy,day,no,38,14,1577.13,Pull over,Activate hazard lights,Acceptable
Rural,Foggy,day,no,16,50,2372.82,Maintain speed,Maintain speed,Optimal
Highway,Rainy,day,high,19,58,2190.99,Reduce speed,Reduce speed,Optimal
Semi Urban,Foggy,day,moderate,18,47,2031.62,Maintain speed,Activate hazard lights,Risky
Rural,Foggy,day,moderate,1,24,1890.94,Activate hazard lights,Reduce speed,Risky
Semi Urban,Foggy,night,no,-4,39,2234.34,Turn on headlights,Turn on headlights,Optimal
Highway,Snow,night,no,-10,99,1979.79,Reduce speed,Reduce speed,Optimal
Semi Urban,Rainy,night,no,34,14,2263.6,Pull over,Turn on headlights,Risky
Rural,Foggy,night,no,39,43,2317.0,Turn on headlights,Turn on headlights,Optimal
Semi Urban,Sunny,day,high,7,28,1912.77,Activate hazard lights,Turn on headlights,Risky
Rural,Sunny,night,moderate,19,72,1869.64,Turn on headlights,Turn on headlights,Optimal
Semi Urban,Foggy,day,moderate,11,36,1831.61,Maintain speed,Pull over,Risky
Rural,Snow,day,no,5,11,1989.35,Pull over,Turn on headlights,Risky
Semi Urban,Foggy,night,no,39,31,2030.31,Turn on headlights,Turn on headlights,Optimal
Highway,Rainy,day,moderate,-6,81,1859.49,Reduce speed,Reduce speed,Optimal
Semi Urban,Rainy,night,high,-9,23,1824.54,Reduce speed,Activate hazard lights,Acceptable
Highway,Snow,day,high,-7,18,2064.16,Reduce speed,Reduce speed,Optimal
Semi Urban,Sunny,night,no,19,37,2154.34,Turn on headlights,Pull over,Risky
Highway,Foggy,day,moderate,7,31,2024.91,Maintain speed,Turn on headlights,Risky
Highway,Snow,night,no,-10,68,1756.01,Reduce speed,Activate hazard lights,Acceptable
Rural,Foggy,night,moderate,30,63,1783.63,Turn on headlights,Turn on headlights,Optimal
Semi Urban,Foggy,night,high,11,29,2416.55,Reduce speed,Activate hazard lights,Acceptable
Highway,Rainy,day,no,32,95,1653.68,Maintain speed,Reduce speed,Risky
Semi Urban,Sunny,day,no,30,60,1977.2,Maintain speed,Activate hazard lights,Risky
Semi Urban,Rainy,day,high,21,93,2419.7,Reduce speed,Turn on headlights,Risky
Rural,Rainy,night,moderate,-10,16,2245.89,Turn on headlights,Maintain speed,Risky
Highway,Sunny,day,no,18,33,2405.41,Maintain speed,Maintain speed,Optimal
Highway,Sunny,day,no,-1,74,2390.69,Maintain speed,Maintain speed,Optimal
Rural,Sunny,night,no,20,92,1503.84,Turn on headlights,Turn on headlights,Optimal
Highway,Foggy,night,no,18,95,1881.9,Turn on headlights,Turn on headlights,Optimal
Highway,Rainy,night,moderate,21,81,1593.64,Turn on headlights,Activate hazard lights,Risky
Highway,Sunny,night,high,18,10,2438.54,Pull over,Maintain speed,Unsafe
Semi Urban,Rainy,night,moderate,18,15,1755.19,Turn on headlights,Pull over,Risky
Semi Urban,Foggy,day,moderate,11,29,2166.2,Activate hazard lights,Maintain speed,Risky
Rural,Sunny,day,no,-1,11,2430.85,Pull over,Activate hazard lights,Acceptable
Rural,Sunny,night,no,21,99,2272.45,Turn on headlights,Turn on headlights,Optimal
Highway,Rainy,night,no,6,95,1599.04,Turn on headlights,Turn on headlights,Optimal
Semi Urban,Foggy,day,no,29,85,2418.78,Maintain speed,Pull over,Risky
Highway,Foggy,day,moderate,29,60,1698.27,Maintain speed,Maintain speed,Optimal
Rural,Sunny,day,no,-1,36,2484.42,Maintain speed,Maintain speed,Optimal
Rural,Rainy,day,high,-7,66,2205.03,Reduce speed,Reduce speed,Optimal
Semi Urban,Rainy,day,no,13,94,2496.77,Maintain speed,Maintain speed,Optimal
Highway,Foggy,night,high,27,81,1746.14,Reduce speed,Maintain speed,Risky
Highway,Sunny,night,no,22,21,1899.51,Turn on headlights,Pull over,Risky
Highway,Rainy,day,no,21,63,1578.69,Maintain speed,Maintain speed,Optimal
Rural,Sunny,day,no,11,31,2451.96,Maintain speed,Turn on headlights,Risky
Semi Urban,Foggy,day,high,-10,84,1606.49,Maintain speed,Maintain speed,Optimal
Highway,Rainy,day,no,17,66,1900.68,Maintain speed,Maintain speed,Optimal
Highway,Foggy,day,no,4,87,2242.38,Maintain speed,Maintain speed,Optimal
Rural,Rainy,night,no,16,26,1737.46,Turn on headlights,Reduce speed,Risky
Rural,Foggy,day,moderate,29,20,2416.47,Activate hazard lights,Reduce speed,Risky
Rural,Sunny,night,high,37,63,2445.58,Reduce speed,Pull over,Risky
Semi Urban,Rainy,day,moderate,1,35,1542.95,Reduce speed,Reduce speed,Optimal
Highway,Rainy,night,high,-4,52,2496.84,Reduce speed,Maintain speed,Risky
Rural,Foggy,night,no,19,62,1730.1,Turn on headlights,Turn on headlights,Optimal
Rural,Rainy,day,no,24,66,1660.92,Maintain speed,Maintain speed,Optimal
Highway,Rainy,day,no,39,22,2090.72,Activate hazard lights,Activate hazard lights,Optimal
Semi Urban,Foggy,day,high,3,81,2272.35,Maintain speed,Activate hazard lights,Risky
Rural,Sunny,night,no,0,41,1974.97,Turn on headlights,Pull over,Risky
Highway,Foggy,day,no,9,70,1946.74,Maintain speed,Reduce speed,Risky
Semi Urban,Sunny,night,no,22,56,2041.49,Turn on headlights,Pull over,Risky
Semi Urban,Foggy,day,no,35,69,2042.13,Maintain speed,Maintain speed,Optimal
Highway,Foggy,night,high,-6,47,2456.37,Reduce speed,Reduce speed,Optimal
Highway,Rainy,night,no,36,76,1659.21,Turn on headlights,Pull over,Risky
Rural,Sunny,night,high,29,36,2425.2,Reduce speed,Pull over,Risky
Highway,Rainy,day,high,34,57,1628.83,Reduce speed,Reduce speed,Optimal
Semi Urban,Sunny,night,high,6,10,2230.62,Pull over,Pull over,Optimal
Semi Urban,Rainy,day,no,38,18,1579.16,Activate hazard lights,Activate hazard lights,Optimal
Semi Urban,Rainy,night,moderate,28,68,2046.89,Turn on headlights,Pull over,Risky
Highway,Foggy,night,high,14,27,2391.88,Reduce speed,Turn on headlights,Risky
Semi Urban,Foggy,day,moderate,19,28,1677.57,Activate hazard lights,Pull over,Risky
Semi Urban,Sunny,day,high,14,66,1566.41,Maintain speed,Pull over,Risky
Highway,Snow,night,no,-9,91,1819.67,Reduce speed,Activate hazard lights,Acceptable
Highway,Snow,day,moderate,-7,24,2374.8,Reduce speed,Pull over,Risky
Highway,Sunny,night,high,19,62,1924.05,Reduce speed,Turn on headlights,Risky
Rural,Sunny,night,moderate,7,51,1652.08,Turn on headlights,Turn on headlights,Optimal
Rural,Foggy,night,moderate,7,82,2166.2,Turn on headlights,Pull over,Risky
Semi Urban,Rainy,night,moderate,26,61,1917.59,Turn on headlights,Turn on headlights,Optimal
Rural,Sunny,day,high,-5,63,1588.15,Maintain speed,Maintain speed,Optimal
Semi Urban,Sunny,day,no,18,94,2207.46,Maintain speed,Turn on headlights,Risky
Semi Urban,Sunny,night,moderate,31,57,2124.23,Turn on headlights,Turn on headlights,Optimal
Highway,Foggy,day,no,30,21,2156.2,Activate hazard lights,Activate hazard lights,Optimal
Rural,Sunny,day,high,21,60,1784.96,Maintain speed,Turn on headlights,Risky
Highway,Foggy,night,no,24,70,1839.46,Turn on headlights,Turn on headlights,Optimal
Semi Urban,Foggy,night,high,10,31,1948.35,Reduce speed,Reduce speed,Optimal
Semi Urban,Foggy,night,high,36,75,2304.61,Reduce speed,Turn on headlights,Risky
Highway,Sunny,night,high,18,69,2459.2,Reduce speed,Activate hazard lights,Acceptable
Highway,Rainy,night,high,19,71,2183.97,Reduce speed,Activate hazard lights,Acceptable
Highway,Rainy,day,high,-10,67,1537.22,Reduce speed,Turn on headlights,Risky
Highway,Foggy,night,high,25,83,1571.52,Reduce speed,Activate hazard lights,Acceptable
Semi Urban,Foggy,night,high,29,20,1855.49,Reduce speed,Maintain speed,Risky
Rural,Rainy,day,high,36,46,2052.09,Reduce speed,Reduce speed,Optimal
Highway,Sunny,night,no,19,81,2284.55,Turn on headlights,Reduce speed,Risky
Semi Urban,Sunny,night,no,8,90,2206.91,Turn on headlights,Turn on headlights,Optimal
Highway,Sunny,night,high,18,11,2257.6,Pull over,Pull over,Optimal
Rural,Rainy,day,moderate,3,76,1587.12,Reduce speed,Pull over,Risky
Semi Urban,Foggy,day,high,18,60,1931.56,Maintain speed,Maintain speed,Optimal
Rural,Rainy,day,high,26,11,2299.79,Pull over,Maintain speed,Unsafe
Highway,Rainy,night,high,34,26,1828.44,Reduce speed,Reduce speed,Optimal
Highway,Foggy,day,high,31,49,1665.95,Maintain speed,Maintain speed,Optimal
Semi Urban,Sunny,day,high,-9,94,2497.21,Maintain speed,Maintain speed,Optimal
Rural,Rainy,day,high,28,90,1728.34,Reduce speed,Maintain speed,Risky
Semi Urban,Sunny,day,no,32,26,1706.46,Activate hazard lights,Activate hazard lights,Optimal
Semi Urban,Rainy,night,high,3,92,1748.18,Reduce speed,Reduce speed,Optimal
Rural,Foggy,night,moderate,19,75,1638.4,Turn on headlights,Maintain speed,Risky
Semi Urban,Foggy,day,moderate,6,15,1531.75,Activate hazard lights,Activate hazard lights,Optimal
Rural,Foggy,day,no,33,17,2205.57,Activate hazard lights,Pull over,Risky
Rural,Foggy,day,no,23,63,1947.47,Maintain speed,Activate hazard lights,Risky
Semi Urban,Rainy,day,high,-3,11,1994.93,Pull over,Pull over,Optimal
Highway,Rainy,night,high,10,25,1513.48,Reduce speed,Reduce speed,Optimal
Semi Urban,Rainy,day,moderate,28,54,2362.15,Reduce speed,Turn on headlights,Risky
Semi Urban,Rainy,day,moderate,14,45,2117.67,Reduce speed,Turn on headlights,Risky
Semi Urban,Foggy,day,high,34,40,2495.24,Maintain speed,Maintain speed,Optimal
Semi Urban,Foggy,day,no,10,71,2154.46,Maintain speed,Maintain speed,Optimal
Semi Urban,Foggy,night,moderate,25,10,1969.45,Pull over,Turn on headlights,Risky
Semi Urban,Sunny,night,high,11,31,1790.65,Reduce speed,Reduce speed,Optimal
Semi Urban,Snow,night,high,0,72,2137.01,Reduce speed,Activate hazard lights,Acceptable
Highway,Rainy,night,no,-6,86,2137.67,Turn on headlights,Reduce speed,Risky
Highway,Foggy,day,no,-3,78,1514.09,Maintain speed,Turn on headlights,Risky
Rural,Snow,day,no,0,65,1995.75,Maintain speed,Maintain speed,Optimal
Highway,Snow,day,moderate,-8,69,2213.83,Reduce speed,Reduce speed,Optimal
Highway,Sunny,night,no,13,42,1511.75,Turn on headlights,Pull over,Risky
Semi Urban,Snow,night,moderate,1,30,2270.58,Turn on headlights,Activate hazard lights,Risky
Semi Urban,Rainy,night,high,-4,50,1824.41,Reduce speed,Pull over,Risky
Rural,Foggy,day,moderate,18,29,2181.66,Activate hazard lights,Activate hazard lights,Optimal
Rural,Rainy,day,moderate,17,13,2019.18,Pull over,Pull over,Optimal
Highway,Foggy,night,no,25,10,2175.7,Pull over,Pull over,Optimal
Rural,Rainy,day,no,8,43,1962.23,Maintain speed,Maintain speed,Optimal
Semi Urban,Sunny,night,high,35,55,1773.47,Reduce speed,Pull over,Risky
Rural,Rainy,day,high,8,20,2116.47,Reduce speed,Activate hazard lights,Acceptable
Rural,Rainy,night,moderate,12,12,1667.68,Pull over,Pull over,Optimal
Rural,Rainy,night,high,-3,59,1593.79,Reduce speed,Maintain speed,Risky
Rural,Foggy,night,high,27,64,2130.27,Reduce speed,Reduce speed,Optimal
Highway,Foggy,day,no,-8,51,2193.19,Maintain speed,Pull over,Risky
Highway,Rainy,night,no,-9,81,2282.51,Turn on headlights,Turn on headlights,Optimal
Rural,Rainy,night,high,37,78,2070.88,Reduce speed,Reduce speed,Optimal
Rural,Snow,night,no,-10,40,1999.95,Reduce speed,Reduce speed,Optimal
Rural,Foggy,night,high,19,30,2457.01,Reduce speed,Turn on headlights,Risky
Semi Urban,Sunny,day,moderate,-8,72,2141.12,Maintain speed,Turn on headlights,Risky
Highway,Rainy,day,no,2,52,1865.13,Maintain speed,Reduce speed,Risky
Highway,Foggy,day,no,12,20,1741.83,Activate hazard lights,Pull over,Risky
Semi Urban,Rainy,night,moderate,24,89,1593.87,Turn on headlights,Turn on headlights,Optimal
Rural,Rainy,night,moderate,-1,80,1735.79,Turn on headlights,Turn on headlights,Optimal
Rural,Foggy,day,high,9,54,1599.34,Maintain speed,Maintain speed,Optimal
Semi Urban,Rainy,day,high,38,13,2113.16,Pull over,Pull over,Optimal
Highway,Foggy,night,high,11,49,2115.64,Reduce speed,Pull over,Risky
Semi Urban,Sunny,day,no,38,76,1974.42,Maintain speed,Reduce speed,Risky
Highway,Rainy,day,high,36,55,1632.44,Reduce speed,Reduce speed,Optimal
Rural,Foggy,night,moderate,37,35,2332.21,Turn on headlights,Turn on headlights,Optimal
Semi Urban,Sunny,night,moderate,-1,98,2064.1,Turn on headlights,Turn on headlights,Optimal
Semi Urban,Foggy,day,high,5,62,2001.66,Maintain speed,Reduce speed,Risky
Highway,Foggy,day,high,35,50,1605.7,Maintain speed,Maintain speed,Optimal
Rural,Rainy,night,moderate,8,13,1936.86,Pull over,Pull over,Optimal
Semi Urban,Foggy,day,no,36,83,1929.05,Maintain speed,Pull over,Risky
Highway,Rainy,night,no,0,70,2167.13,Turn on headlights,Turn on headlights,Optimal
Highway,Foggy,day,high,38,85,2300.02,Maintain speed,Maintain speed,Optimal
Rural,Sunny,night,high,20,53,1632.39,Reduce speed,Maintain speed,Risky
Rural,Sunny,night,moderate,35,59,2409.09,Turn on headlights,Reduce speed,Risky
Rural,Foggy,day,no,20,26,1569.46,Activate hazard lights,Activate hazard lights,Optimal
Rural,Foggy,night,moderate,11,83,1961.17,Turn on headlights,Turn on headlights,Optimal
Highway,Rainy,day,moderate,15,77,2166.81,Reduce speed,Pull over,Risky
Highway,Snow,day,no,0,40,1825.85,Maintain speed,Pull over,Risky
Rural,Foggy,day,no,16,35,1816.31,Maintain speed,Activate hazard lights,Risky
Highway,Foggy,day,moderate,36,11,1923.96,Pull over,Pull over,Optimal
Highway,Foggy,day,moderate,-7,76,1902.78,Maintain speed,Turn on headlights,Risky
